"hour","max","CI_high","median","mean","CI_low","min"
1,0.0781546489563567,0.0662264643127848,0.0668108340158106,0.0653714829722273,0.0645165016316698,0.0520108275328693
2,0.0761474550294426,0.064658726591911,0.0653143790543293,0.0637631340607615,0.0628675415296119,0.0496816515531545
3,0.075612526367029,0.0636274248114172,0.0646348889919181,0.0627043461671626,0.0617812675229079,0.0485521235521236
4,0.0743539736713798,0.062861316308769,0.063890178280406,0.0618906252742472,0.0609199342397255,0.046062789500772
5,0.0742012779552716,0.0626141264242068,0.0636234297651903,0.0616333142390997,0.0606525020539927,0.0472966437759938
6,0.075174684764276,0.0634272342878001,0.0645925564980087,0.0624453525981442,0.0614634709084884,0.0475084663763909
7,0.0766420459058057,0.0656658736660453,0.0663859977048704,0.0647026430628129,0.0637394124595805,0.04928350116189
8,0.085353574471381,0.0737436955499964,0.0734506890100726,0.0727458186598706,0.0717479417697448,0.0554263565891473
9,0.104009687836383,0.0885205842497688,0.0877345104839981,0.0875129299419383,0.0865052756341077,0.0664345807948941
10,0.121443442054129,0.104893372844758,0.103725568981715,0.103904130518287,0.102914888191815,0.0885648058721267
11,0.140845070422535,0.116897602431005,0.115091770925882,0.115954494588406,0.115011386745806,0.102457535236718
12,0.145983728658187,0.122632400472945,0.119570441026705,0.121637144812703,0.120641889152461,0.110478579698958
13,0.146222121074192,0.122971657689975,0.119838904937042,0.121959865422292,0.12094807315461,0.110372031866347
14,0.134773496695148,0.120663738500415,0.117573370599783,0.119659910720526,0.118656082940636,0.108540052946367
15,0.143247676325861,0.117817153604708,0.115422613220389,0.116654679712853,0.115492205820998,0.103124435614954
16,0.144920941872369,0.11222022588585,0.110902775943005,0.110963710063825,0.1097071942418,0.0930673406752121
17,0.133396404919584,0.104898280916177,0.10212630099456,0.103504667396502,0.102111053876826,0.0873160880853928
18,0.133396404919584,0.100298950267775,0.0980063489685608,0.0988930398195288,0.0974871293712825,0.0849056603773585
19,0.133396404919584,0.0984898461467244,0.096037296037296,0.0970440917099245,0.0955983372731245,0.0833333333333333
20,0.133396404919584,0.0954488965604974,0.0926528321408562,0.093878824149827,0.0923087517391566,0.0753671107653408
21,0.133396404919584,0.0904686510682512,0.0871898576650852,0.0886730433267271,0.0868774355852031,0.069737995519626
22,0.133396404919584,0.082479325860747,0.0786995515695067,0.080411770446516,0.078344215032285,0.0582278481012658
23,0.133396404919584,0.0754095489000049,0.0702874415994787,0.072981509760852,0.0705534706216991,0.0505257009345794
24,0.0800836214521187,0.06878541476737,0.0689232625513421,0.0679619864818049,0.0671385581962399,0.0532521503817532
