"hour","max","CI_high","median","mean","CI_low","min"
1,0.13956043956044,0.065337830684929,0.0602828996819243,0.064166084325111,0.0629943379652931,0.0416542695626302
2,0.13956043956044,0.0644305758901948,0.0593346573982125,0.0632360711881366,0.0620415664860784,0.0409559698532328
3,0.13956043956044,0.0638081173947087,0.0589570178755665,0.0625941536594152,0.0613801899241218,0.0394436164927968
4,0.13956043956044,0.0633337729080325,0.0584632084981003,0.062111411021947,0.0608890491358615,0.0352405721716515
5,0.13956043956044,0.0635480411566008,0.0592059438123984,0.0623350945681094,0.0611221479796181,0.0388065522620905
6,0.13956043956044,0.0669533253229079,0.0626337786797849,0.0657978830533955,0.0646424407838831,0.0413335932930396
7,0.13956043956044,0.0776175540218608,0.0749931072511718,0.0765188083978164,0.075420062773772,0.0419531639262581
8,0.145748049741253,0.0955990426559293,0.0975952806692105,0.0942085127209708,0.0928179827860123,0.0436164927968207
9,0.161213150177497,0.111506300524369,0.118284727551804,0.109852744844045,0.10819918916372,0.0504377238360525
10,0.164725842523328,0.119402238055589,0.127417699534223,0.117784533682908,0.116166829310228,0.0504377238360525
11,0.16131268777444,0.122482481827076,0.129100326107807,0.121020952401414,0.119559422975751,0.0504377238360525
12,0.160834252481701,0.121873055812828,0.125774496977979,0.120630516764433,0.119387977716038,0.0504377238360525
13,0.154679040989946,0.119895565774934,0.121428907362298,0.118806345678141,0.117717125581348,0.0504377238360525
14,0.154142879185311,0.118424833760606,0.119823706667191,0.117379964989763,0.11633509621892,0.0504377238360525
15,0.15421389467191,0.11633587921665,0.117590898241706,0.115333085584196,0.114330291951743,0.0504377238360525
16,0.144019138755981,0.110984535220707,0.112683639720022,0.110088037286025,0.109191539351342,0.0504377238360525
17,0.13956043956044,0.102999614406045,0.102624179943768,0.102223235252023,0.101446856098,0.0504377238360525
18,0.13956043956044,0.098029511014214,0.0973131110940026,0.0972892476918735,0.096548984369533,0.0504377238360525
19,0.13956043956044,0.0955925649313112,0.0941499915864269,0.0948108300261686,0.0940290951210261,0.0504377238360525
20,0.13956043956044,0.0911571945480507,0.0897445672893633,0.0903362309068244,0.0895152672655982,0.0504377238360525
21,0.13956043956044,0.0839282866469503,0.0815799955779659,0.0830428253891033,0.0821573641312563,0.0504377238360525
22,0.13956043956044,0.07564495307819,0.0718056510680212,0.0746707508007118,0.0736965485232335,0.0472433178814479
23,0.13956043956044,0.0695086816216881,0.0647682357168523,0.0684586026464769,0.0674085236712656,0.0442504216688163
24,0.13956043956044,0.0667196994053647,0.0614881693648817,0.0655781055275511,0.0644365116497375,0.0427605409705648
