"","EvseID","ChargingStationId","Accessibility","latitude","longitude","City","Country","PostalCode","Street","IsOpen24Hours","LastUpdate","DynamicInfoAvailable","DynamicPowerLevel","ChargingFacility_power","ChargingFacility_powertype"
"6198","CH*CCI*E20819","CH*CCI*E20819","Paying publicly accessible",47.476177,7.664139,"Gempen","CHE","4145","Haglenweg 13",TRUE,NA,"true","",22,"AC_3_PHASE"
"6199","CH*CCI*E20818","CH*CCI*E20818","Paying publicly accessible",46.963821,7.466938,"Bern","CHE","3014","Papiermühlestrasse",TRUE,NA,"true","",11,"AC_3_PHASE"
"6200","CH*CCC*E50125","CH*CCC*E50125","Paying publicly accessible",47.321851,7.796933,"Egerkingen","CHE","4622","Oltnerstrasse 22",TRUE,NA,"true","",175,"DC"
"6201","CH*CCC*E50126","CH*CCC*E50126","Paying publicly accessible",47.321851,7.796933,"Egerkingen","CHE","4622","Oltnerstrasse 22",TRUE,NA,"true","",50,"DC"
"6202","CH*CCC*E50127","CH*CCC*E50127","Paying publicly accessible",47.321851,7.796933,"Egerkingen","CHE","4622","Oltnerstrasse 22",TRUE,NA,"true","",175,"DC"
"6203","CH*CCC*E50128","CH*CCC*E50128","Paying publicly accessible",47.321851,7.796933,"Egerkingen","CHE","4622","Oltnerstrasse 22",TRUE,NA,"true","",50,"DC"
"6204","CH*CCI*E21744","CH*CCI*E21744","Paying publicly accessible",47.358672,8.730357,"Uster","CHE","8610","Neugrütstrasse 14",TRUE,NA,"true","",22,"AC_3_PHASE"
"6205","CH*CCI*E20897","CH*CCI*E20897","Paying publicly accessible",46.144767,6.007476,"Sézegnin","CHE","1285","Route du Creux-du-Loup",TRUE,NA,"true","",22,"AC_3_PHASE"
"6206","CH*CCI*E20413","CH*CCI*E20413","Paying publicly accessible",47.01354,6.98977,"St. Blaise","CHE","2072","Rue de Vigner 9",TRUE,NA,"true","",22,"AC_3_PHASE"
"6207","CH*CCI*E21743","CH*CCI*E21743","Paying publicly accessible",47.424589,7.121785,"Alle","CHE","2942","Rue du Mont-Terri 11",TRUE,NA,"true","",11,"AC_3_PHASE"
"6208","CH*CCI*E20896","CH*CCI*E20896","Paying publicly accessible",46.155139,6.003511,"Athenaz","CHE","1285","Route d'Athenaz 35",TRUE,NA,"true","",22,"AC_3_PHASE"
"6209","CH*CCI*E20412","CH*CCI*E20412","Paying publicly accessible",47.01354,6.98977,"St. Blaise","CHE","2072","Rue de Vigner 9",TRUE,NA,"true","",22,"AC_3_PHASE"
"6210","CH*CCI*E21746","CH*CCI*E21746","Paying publicly accessible",47.181892,7.621694,"Horriwil","CHE","4557","Hauptstrasse 20",TRUE,NA,"true","",22,"AC_3_PHASE"
"6211","CH*CCI*E20899","CH*CCI*E20899","Paying publicly accessible",47.55261,7.53957,"Allschwil","CHE","4123","Baslerstrasse 49",TRUE,NA,"true","",11,"AC_3_PHASE"
"6212","CH*CCI*E20887","CH*CCI*E20887","Paying publicly accessible",47.01743,8.30015,"Kriens","CHE","6010","Ringstrasse 19",TRUE,NA,"true","",11,"AC_3_PHASE"
"6213","CH*CCI*E20403","CH*CCI*E20403","Paying publicly accessible",46.205696,6.140263,"Genève","CHE","1201","Quai Turrettini 1",TRUE,NA,"true","",22,"AC_3_PHASE"
"6214","CH*CCC*E50194","CH*CCC*E50194","Paying publicly accessible",47.144187,8.184216,"Sempach","CHE","6204","Rastplatz Chilchbühl Autobahn A2",TRUE,NA,"true","",176,"DC"
"6215","CH*CCI*E20889","CH*CCI*E20889","Paying publicly accessible",47.01743,8.30015,"Kriens","CHE","6010","Ringstrasse 19",TRUE,NA,"true","",11,"AC_3_PHASE"
