AccessibilityLocation,Street,City,PostalCode,Country,AuthenticationModes,ChargingFacilities,ChargingStationNames,DynamicInfoAvailable,HotlinePhoneNumber,HubOperatorID,IsHubjectCompatible,IsOpen24Hours,PaymentOptions,Plugs,RenewableEnergy,Accessibility,ChargingStationId,GeoCoordinates,lastUpdate,EvseID
OnStreet,Grundstrasse 1,Lostorf,4654,CHE,"NFC RFID Classic, REMOTE","20 DC, 20 DC",Suissetec Lostorf,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,"CCS Combo 2 Plug (Cable Attached), CHAdeMO",False,Free publicly accessible,CH*SWI*E10382,47.37545935 7.94404536,2024-10-04T02:15:03.893Z,CH*SWI*E10382
OnStreet,Grundstrasse 1,Lostorf,4654,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Suissetec Lostorf,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E10382,47.37545935 7.94404536,2024-10-04T02:15:03.893Z,CH*SWI*E10383
OnStreet,Brühlstrasse 15,Grenchen,2540,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,SWG Aussenparkplatz Nord,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E10662,47.188216 7.401496,2024-10-04T02:15:03.893Z,CH*SWI*E10662
OnStreet,Zürichstrasse 2,Uster,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Kern Süd Parkhaus,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E10760,47.348979 8.717593,2024-10-04T02:15:03.894Z,CH*SWI*E10760
OnStreet,Zürichstrasse 2,Uster,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Kern Süd Parkhaus,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E10760,47.348979 8.717593,2024-10-04T02:15:03.894Z,CH*SWI*E10761
OnStreet,Brühlstrasse 15,Grenchen,2540,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,SWG Aussenparkplatz Nord,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E10662,47.188216 7.401496,2024-10-04T02:15:03.893Z,CH*SWI*E10663
OnStreet,Zürichstrasse 2,Uster,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Kern Süd Parkhaus,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E10760,47.348979 8.717593,2024-10-04T02:15:03.894Z,CH*SWI*E233495
OnStreet,Forchstrasse 4,Esslingen,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Ladestation 1 (Rechts),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E108334,47.28752013 8.71095613,2024-10-04T02:15:03.894Z,CH*SWI*E108334
OnStreet,Zürichstrasse 2,Uster,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Kern Süd Parkhaus,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E10760,47.348979 8.717593,2024-10-04T02:15:03.894Z,CH*SWI*E233496
OnStreet,Zürcherstrasse 11,Luzern,0,CHE,"NFC RFID Classic, REMOTE",11 AC_3_PHASE,Parkhaus Löwencenter,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E11042,47.05663687 8.31016189,2024-10-04T02:15:03.894Z,CH*SWI*E11043
OnStreet,"Schellenrainstrasse 13,",Sursee,6210,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Enkom AG,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E11024,47.167236 8.104228,2024-10-04T02:15:03.894Z,CH*SWI*E11024
OnStreet,Zürcherstrasse 11,Luzern,0,CHE,"NFC RFID Classic, REMOTE",11 AC_3_PHASE,Parkhaus Löwencenter,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E11042,47.05663687 8.31016189,2024-10-04T02:15:03.894Z,CH*SWI*E11042
OnStreet,Forchstrasse 4,Esslingen,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Ladestation 1 (Rechts),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E108334,47.28752013 8.71095613,2024-10-04T02:15:03.894Z,CH*SWI*E130062
OnStreet,Zürcherstrasse 11,Luzern,0,CHE,"NFC RFID Classic, REMOTE",11 AC_3_PHASE,Parkhaus Löwencenter,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E11042,47.05663687 8.31016189,2024-10-04T02:15:03.894Z,CH*SWI*E11044
OnStreet,"Schellenrainstrasse 13,",Sursee,6210,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Enkom AG,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E11024,47.167236 8.104228,2024-10-04T02:15:03.894Z,CH*SWI*E11025
OnStreet,Zürcherstrasse 11,Luzern,0,CHE,"NFC RFID Classic, REMOTE",11 AC_3_PHASE,Parkhaus Löwencenter,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E11042,47.05663687 8.31016189,2024-10-04T02:15:03.894Z,CH*SWI*E125083
OnStreet,Schweizersbildstrasse 48,Schafhausen,0,CHE,"NFC RFID Classic, REMOTE","22 AC_3_PHASE, 4 AC_1_PHASE","Elektro Meister AG 1, Schaffhausen",true,+41713881150,CH*SWISSCHARGE,True,True,Direct,"Type 2 Outlet, Type F Schuko",False,Free publicly accessible,CH*SWI*E1123,47.72261 8.643419,2024-10-04T02:15:03.894Z,CH*SWI*E1123
OnStreet,Schweizersbildstrasse 48,Schafhausen,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,"Elektro Meister AG 1, Schaffhausen",true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E1123,47.72261 8.643419,2024-10-04T02:15:03.894Z,CH*SWI*E143125
OnStreet,Burgfelderstrasse 101,Basel,0,CHE,"NFC RFID Classic, REMOTE",16 AC_3_PHASE,IWB - Felix Platter-Spital (100% Ökostrom),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E112409,47.5645498 7.5669566,2024-10-04T02:15:03.894Z,CH*SWI*E112406
OnStreet,Zürcherstrasse 11,Luzern,0,CHE,"NFC RFID Classic, REMOTE",11 AC_3_PHASE,Parkhaus Löwencenter,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E11042,47.05663687 8.31016189,2024-10-04T02:15:03.894Z,CH*SWI*E125082
OnStreet,Burgfelderstrasse 101,Basel,0,CHE,"NFC RFID Classic, REMOTE",16 AC_3_PHASE,IWB - Felix Platter-Spital (100% Ökostrom),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E112409,47.5645498 7.5669566,2024-10-04T02:15:03.894Z,CH*SWI*E112407
OnStreet,Burgfelderstrasse 101,Basel,0,CHE,"NFC RFID Classic, REMOTE",16 AC_3_PHASE,IWB - Felix Platter-Spital (100% Ökostrom),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E112409,47.5645498 7.5669566,2024-10-04T02:15:03.894Z,CH*SWI*E112409
OnStreet,Zürcherstrasse 11,Luzern,0,CHE,"NFC RFID Classic, REMOTE",11 AC_3_PHASE,Parkhaus Löwencenter,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E11042,47.05663687 8.31016189,2024-10-04T02:15:03.894Z,CH*SWI*E125084
OnStreet,Schweizersbildstrasse 48,Schafhausen,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,"Elektro Meister AG 1, Schaffhausen",true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E1123,47.72261 8.643419,2024-10-04T02:15:03.894Z,CH*SWI*E143126
OnStreet,Burgfelderstrasse 101,Basel,0,CHE,"NFC RFID Classic, REMOTE",16 AC_3_PHASE,IWB - Felix Platter-Spital (100% Ökostrom),true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E112409,47.5645498 7.5669566,2024-10-04T02:15:03.894Z,CH*SWI*E112410
OnStreet,Industriestrasse 14,Zug,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,"Energie 360° Industriestr. 14, Zug - PP Nr. 97",true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E112936,47.17207188 8.51858611,2024-10-04T02:15:03.895Z,CH*SWI*E112936
OnStreet,Aesplistrasse 1,Biberist,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,EVB Viatte,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113447,47.190676 7.553462,2024-10-04T02:15:03.895Z,CH*SWI*E113447
OnStreet,Wehntalerstrasse,Zürich,0,CHE,"NFC RFID Classic, REMOTE",43 AC_3_PHASE,ewz Wehntalerstrasse 580 Zürich,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E112824,47.420278 8.503611,2024-10-04T02:15:03.894Z,CH*SWI*E112824
OnStreet,Dufourstrasse 40,Basel,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Dufourstrasse 40/50 GVA,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113031,47.5524011 7.5927673,2024-10-04T02:15:03.895Z,CH*SWI*E113031
OnStreet,Industriestrasse 14,Zug,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,"Energie 360° Industriestr. 14, Zug - PP Nr. 97",true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E112936,47.17207188 8.51858611,2024-10-04T02:15:03.895Z,CH*SWI*E112932
OnStreet,Wehntalerstrasse,Zürich,0,CHE,"NFC RFID Classic, REMOTE","50 DC, 50 DC",ewz Wehntalerstrasse 580 Zürich,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,"CCS Combo 2 Plug (Cable Attached), CHAdeMO",False,Free publicly accessible,CH*SWI*E112824,47.420278 8.503611,2024-10-04T02:15:03.894Z,CH*SWI*E112825
OnStreet,Aesplistrasse 1,Biberist,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,EVB Viatte,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113447,47.190676 7.553462,2024-10-04T02:15:03.895Z,CH*SWI*E113450
OnStreet,Chemin de la Bichette 4,Vich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Vich,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113521,46.423945 6.2549267,2024-10-04T02:15:03.895Z,CH*SWI*E113522
OnStreet,Route du Pillon 58,Les Diablerets,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Les Diablerets,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113519,46.353841 7.1501154,2024-10-04T02:15:03.895Z,CH*SWI*E113519
OnStreet,Chemin des Chardonnerets 14,Châtel-St-Denis,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Châtel-Saint-Denis,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113523,46.523072 6.8974636,2024-10-04T02:15:03.895Z,CH*SWI*E113524
OnStreet,Chemin de la Bichette 4,Vich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Vich,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113521,46.423945 6.2549267,2024-10-04T02:15:03.895Z,CH*SWI*E117145
OnStreet,Nidaugasse 35,Biel,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Biel Nidaugasse,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113532,47.139088 7.2473675,2024-10-04T02:15:03.895Z,CH*SWI*E113532
OnStreet,Chemin des Chardonnerets 14,Châtel-St-Denis,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Châtel-Saint-Denis,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113523,46.523072 6.8974636,2024-10-04T02:15:03.895Z,CH*SWI*E113523
OnStreet,Chemin de la Bichette 4,Vich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Vich,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113521,46.423945 6.2549267,2024-10-04T02:15:03.895Z,CH*SWI*E113521
OnStreet,Route du Pillon 58,Les Diablerets,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Les Diablerets,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113519,46.353841 7.1501154,2024-10-04T02:15:03.895Z,CH*SWI*E113520
OnStreet,Chemin de la Bichette 4,Vich,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Vich,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113521,46.423945 6.2549267,2024-10-04T02:15:03.895Z,CH*SWI*E117146
OnStreet,Kasparstrasse 7/9,Bern,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Bern Bethlehem,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113543,46.950698 7.3927387,2024-10-04T02:15:03.895Z,CH*SWI*E113544
OnStreet,Centralbahnpl. 3/4,Basel,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Hotel Victoria Basel,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113534,47.5472991 7.59231203,2024-10-04T02:15:03.895Z,CH*SWI*E113534
OnStreet,Märitgasse 1,Zollikofen,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Zollikofen,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117076,46.997371 7.458359,2024-10-04T02:15:03.895Z,CH*SWI*E117076
OnStreet,Schulstrasse 32,Thun,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Thun Strättligen Markt,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E115064,46.740399 7.6222611,2024-10-04T02:15:03.895Z,CH*SWI*E115065
OnStreet,Centralbahnpl. 3/4,Basel,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Hotel Victoria Basel,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113534,47.5472991 7.59231203,2024-10-04T02:15:03.895Z,CH*SWI*E113535
OnStreet,Hauptstrasse 44,Biberist,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Biberist,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113545,47.181572 7.5634409,2024-10-04T02:15:03.895Z,CH*SWI*E113546
OnStreet,Schulstrasse 32,Thun,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Thun Strättligen Markt,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E115064,46.740399 7.6222611,2024-10-04T02:15:03.895Z,CH*SWI*E115064
OnStreet,Nidaugasse 35,Biel,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Biel Nidaugasse,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113532,47.139088 7.2473675,2024-10-04T02:15:03.895Z,CH*SWI*E113533
OnStreet,Hauptstrasse 44,Biberist,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Biberist,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113545,47.181572 7.5634409,2024-10-04T02:15:03.895Z,CH*SWI*E113545
OnStreet,Märitgasse 1,Zollikofen,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Zollikofen,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117076,46.997371 7.458359,2024-10-04T02:15:03.895Z,CH*SWI*E117077
OnStreet,Kasparstrasse 7/9,Bern,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Bern Bethlehem,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E113543,46.950698 7.3927387,2024-10-04T02:15:03.895Z,CH*SWI*E113543
OnStreet,Rue des Rangiers 4,Saignelégier,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Saignelégier,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117080,47.257121 7.0001883,2024-10-04T02:15:03.896Z,CH*SWI*E117128
OnStreet,Rue des Rangiers 4,Saignelégier,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Saignelégier,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117080,47.257121 7.0001883,2024-10-04T02:15:03.896Z,CH*SWI*E117127
OnStreet,Mühlemattstrasse 34,Oberwil,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Oberwil Mühlematt,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117082,47.508007 7.5533179,2024-10-04T02:15:03.896Z,CH*SWI*E117079
OnStreet,Mühlemattstrasse 34,Oberwil,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Oberwil Mühlematt,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117082,47.508007 7.5533179,2024-10-04T02:15:03.896Z,CH*SWI*E117082
OnStreet,Mühlemattstrasse 34,Oberwil,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Oberwil Mühlematt,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117082,47.508007 7.5533179,2024-10-04T02:15:03.896Z,CH*SWI*E117078
OnStreet,Mühlemattstrasse 34,Oberwil,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Oberwil Mühlematt,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117082,47.508007 7.5533179,2024-10-04T02:15:03.896Z,CH*SWI*E117083
OnStreet,Austrasse 1,Reinach,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Reinach BL,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117085,47.494034 7.5932032,2024-10-04T02:15:03.896Z,CH*SWI*E117086
OnStreet,Rte du Tir-Fédéral 12,Givisiez,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Transgourmet Givisiez,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117087,46.817522 7.1288836,2024-10-04T02:15:03.896Z,CH*SWI*E117087
OnStreet,Austrasse 1,Reinach,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Reinach BL,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117085,47.494034 7.5932032,2024-10-04T02:15:03.896Z,CH*SWI*E117085
OnStreet,Gewerbestrasse 4,Bubendorf,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Bubendorf,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117101,47.454134 7.7360175,2024-10-04T02:15:03.896Z,CH*SWI*E117101
OnStreet,Rte du Tir-Fédéral 12,Givisiez,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Transgourmet Givisiez,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117087,46.817522 7.1288836,2024-10-04T02:15:03.896Z,CH*SWI*E117088
OnStreet,Poststrasse 1,Würenlos,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Würenlos,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117106,47.443062 8.3626103,2024-10-04T02:15:03.896Z,CH*SWI*E117106
OnStreet,Allmend 3,Gelterkinden,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Gelterkinden re,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117108,47.464714 7.8523881,2024-10-04T02:15:03.896Z,CH*SWI*E117108
OnStreet,Gewerbestrasse 4,Bubendorf,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Bubendorf,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117101,47.454134 7.7360175,2024-10-04T02:15:03.896Z,CH*SWI*E117102
OnStreet,Schmiedgasse 7,Riehen,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Riehen,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117104,47.58523878 7.65057994,2024-10-04T02:15:03.896Z,CH*SWI*E117104
OnStreet,Schmiedgasse 7,Riehen,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Riehen,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117104,47.58523878 7.65057994,2024-10-04T02:15:03.896Z,CH*SWI*E117105
OnStreet,Poststrasse 1,Würenlos,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Würenlos,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117106,47.443062 8.3626103,2024-10-04T02:15:03.896Z,CH*SWI*E117107
OnStreet,Hauptstrasse 48,Sissach,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Sissach,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117111,47.46376225 7.81393609,2024-10-04T02:15:03.896Z,CH*SWI*E117112
OnStreet,Allmend 3,Gelterkinden,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Gelterkinden re,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117108,47.464714 7.8523881,2024-10-04T02:15:03.896Z,CH*SWI*E117109
OnStreet,Im Zentrum 3,Adligenswil,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Adligenswil,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117113,47.072173 8.364586,2024-10-04T02:15:03.896Z,CH*SWI*E117114
OnStreet,Im Zentrum 3,Adligenswil,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Adligenswil,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117113,47.072173 8.364586,2024-10-04T02:15:03.896Z,CH*SWI*E117113
OnStreet,Hauptstrasse 48,Sissach,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Sissach,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117111,47.46376225 7.81393609,2024-10-04T02:15:03.896Z,CH*SWI*E117111
OnStreet,Route de Sombacour 21A,Colombier,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Colombier re,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117123,46.965888 6.8542001,2024-10-04T02:15:03.896Z,CH*SWI*E117123
OnStreet,Au Faubourg St-Germain 3,Porrentruy,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Porrentruy Ajoie,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117155,47.417505 7.0776776,2024-10-04T02:15:03.897Z,CH*SWI*E113541
OnStreet,Près de la Porte,Couvet,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Couvet,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117129,46.921954 6.624749,2024-10-04T02:15:03.896Z,CH*SWI*E117130
OnStreet,Route de Sombacour 21A,Colombier,0,CHE,"NFC RFID Classic, REMOTE",22 AC_3_PHASE,Energie 360° Coop Colombier re,true,+41713881150,CH*SWISSCHARGE,True,True,Direct,Type 2 Outlet,False,Free publicly accessible,CH*SWI*E117123,46.965888 6.8542001,2024-10-04T02:15:03.896Z,CH*SWI*E117124
